Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
47,889,57,2025-02-25,MIL,@,HOU,L 97-100,*,36:54,7,22,.318,4,11,.364,3,11,.273,.409,4,5,.800,0,1,1,3,1,0,3,0,22,9.4,2
48,890,58,2025-02-27,MIL,,DEN,W 121-112,*,35:19,5,9,.556,3,6,.500,2,3,.667,.722,6,6,1.000,1,3,4,4,2,0,4,0,19,17.1,9
49,891,59,2025-03-01,MIL,@,DAL,W 132-117,*,35:36,8,17,.471,4,12,.333,4,5,.800,.588,8,8,1.000,0,6,6,6,2,0,3,1,28,23.9,22
50,892,60,2025-03-04,MIL,@,ATL,W 127-121,*,36:07,9,18,.500,2,10,.200,7,8,.875,.556,3,3,1.000,0,5,5,4,2,0,1,2,23,18.5,10
51,893,61,2025-03-05,MIL,,DAL,W 137-107,*,26:44,11,15,.733,5,8,.625,6,7,.857,.900,7,7,1.000,0,3,3,5,2,0,2,0,34,32.3,28
52,894,62,2025-03-08,MIL,,ORL,L 109-111,*,35:40,9,18,.500,4,9,.444,5,9,.556,.611,4,4,1.000,0,7,7,4,1,0,4,4,26,17.3,-19
53,895,63,2025-03-09,MIL,,CLE,L 100-112,*,34:48,8,19,.421,1,7,.143,7,12,.583,.447,5,6,.833,1,4,5,4,2,0,2,2,22,15.4,-8
54,896,64,2025-03-11,MIL,@,IND,L 114-115,*,37:28,4,14,.286,2,7,.286,2,7,.286,.357,5,6,.833,0,3,3,11,0,0,3,1,15,11.6,10
55,897,65,2025-03-13,MIL,,LAL,W 126-106,*,34:28,6,14,.429,2,8,.250,4,6,.667,.500,8,8,1.000,0,6,6,10,2,0,0,0,22,25.4,6
56,898,66,2025-03-15,MIL,,IND,W 126-119,*,36:33,7,15,.467,6,12,.500,1,3,.333,.667,5,5,1.000,1,9,10,8,0,0,2,3,25,23.1,-10
57,899,67,2025-03-16,MIL,,OKC,L 105-121,*,29:07,3,9,.333,2,4,.500,1,5,.200,.444,11,11,1.000,0,1,1,2,1,0,1,0,19,15.6,-15
58,900,68,2025-03-18,MIL,@,GSW,L 93-104,*,38:12,6,18,.333,2,9,.222,4,9,.444,.389,2,4,.500,0,3,3,4,1,1,2,2,16,7.6,-8
,,,,,,,32-26,58,2094,444,992,.448,197,524,.376,247,468,.528,.547,362,393,.921,29,243,272,410,70,10,162,97,1447,20.2,53
